restaurant_id,restaurant_name,dish_name,dish_desc,price,num_purchases,num_likes,num_dislikes,restaurant_district,restaurant_city,restaurant_rating,num_ratings,restaurant_type,city_id,Latitude,Longitude,avg_price,uuid
26732, Rau Má Mix - 50 Tôn Đản,Nước ép Cam Tươi,"Cung cấp Vitamin C giúp tăng đề kháng, bổ sung năng lượng và làm sáng da.",26000,1,0,0,Quận 4,Thành phố Hồ Chí Minh,4.8,121,Sinh tố/Nước ép/Sữa,189,10.761289596557615,106.70748138427734,31000,ae23cacf-90c0-47c8-a64c-42d271d57462
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Nước Ép Cà Rốt,,30000,6,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,a324b050-a748-4948-a978-0517378c3ca4
8689, Rau Má Mix - 540 Nguyễn Thị Minh Khai,Combo 4,Rau má mix: sữa dừa + thạch củ năng + trân châu tuyết trắng + sương sáo hạt chia,35000,56,0,0,Quận 3,Hồ Chí Minh,4.9,334,Sinh tố/Nước ép/Sữa,189,10.766409873962402,106.68213653564452,31000,cb971181-1096-4d72-b16c-5949dd7ebe1f
22959,The Black Tea - Nguyễn Thị Minh Khai ,Trà Sữa Ô-long / Oolong Milk Tea,Được giữ nguyên bản vị trà ô-long đậm đà kết hợp cùng lượng sữa vừa phải.,36000,9,0,0,Quận 1,Hồ Chí Minh,4.8,79,Cà Phê/Trà,189,10.78617000579834,106.69889831542967,33000,302fedfb-81cc-4b20-af57-843e711de22c
9340,Th'not - Thốt Nốt Sốt Trái Cây,Bánh Bò Thốt Nốt Chính Gốc,"Bánh bò thốt nốt được làm từ nguyên liệu tự nhiên, màu và mùi chắt lọc từ cơm trái thốt nốt già chín cây. Bánh có vị thơm đậm từ thốt nốt, béo ngọt từ đường tự nhiên. Phần 1 cái.",15000,234,3,1,Quận 3,Hồ Chí Minh,4.8,99,Sinh tố/Nước ép/Sữa,189,10.77468967437744,106.6823272705078,55000,600af52f-69d8-4cc2-961d-1687026a713c
4740,GUTA CAFE - 107H Trương Định,Trà cam đào,"Hương vị thanh mát của cam và đào hòa quyện trong một ly trà, tạo nên một trải nghiệm hòa quyện giữa chua ngọt, sảng khoái",35000,8,0,0,Quận 3,Thành phố Hồ Chí Minh,4.8,59,Cà Phê/Trà,189,10.778679847717283,106.6885986328125,45000,11e0d828-93f8-44ae-b2e1-5d2b41ea722b
29034,Cafe Tonkin Cottage - Lý Tự Trọng,Cam ô mai (xí muội),"Không dùng đường, vị ngọt tự nhiên của cam tươi trong ngày hoà quyện với hương vị độc đáo của ô mai (xí muội) Hàng Đường (Hà Nội) tạo ra ly Cam Ô Mai độc đáo riêng có tại Tonkin Cottage.",49000,5,0,0,Quận 1,Hồ Chí Minh,4.7,60,Cà Phê/Trà,189,10.77439022064209,106.69789123535156,49000,65d8071c-9019-41a2-a2e9-b1d573ebe0f8
29392,Guta Cafe - Nguyễn Du,Cam bưởi mật ong,"Kết hợp hương vị tươi mát của cam và bưởi, vị ngọt của mật ong tạo nên một thức uống thơm ngon và bổ dưỡng.",35000,0,0,0,Quận 1,Hồ Chí Minh,5.0,2,Cà Phê/Trà,189,10.777509689331056,106.69873809814452,45000,75646314-539e-4dfb-8951-4e37b37abd56
23101,Sinh Tố & Nước Ép Hoa Nguyên - Vĩnh Hội,Nước ép táo,,30000,0,0,0,Quận 4,Thành Phố Hồ Chí Minh,4.4,9,Sinh tố/Nước ép/Sữa,189,10.756190299987791,106.70455932617188,30000,564be9ba-c55d-4f7b-a416-ceb69c7d6f54
80,Sinh Tố Tao Đàn - Hoàng Sa,Cà Phê Đá Xay,,35000,40,0,0,quận 1,Hồ Chí Minh,4.8,660,Sinh tố/Nước ép/Sữa,189,10.79304027557373,106.69918823242188,45000,9730d4f5-5e1f-4a14-a2b8-99a09411e9ce
9340,Th'not - Thốt Nốt Sốt Trái Cây,Cà Phê Sữa Pha Máy,Cà phê sạch pha máy,28000,1,0,0,Quận 3,Hồ Chí Minh,4.8,99,Sinh tố/Nước ép/Sữa,189,10.77468967437744,106.6823272705078,55000,4d7b75c3-ff64-41bf-b96c-c7faf5ba807a
23342,Trà Dâu Thi Thi - Hồ Thị Kỷ,Hồng trà trân châu ,,25000,6,0,0,Quận 10,Hồ Chí Minh,4.9,52,Cà Phê/Trà,189,10.76650047302246,106.67627716064452,25000,ada829e9-2b6e-44bd-b066-8ea601192953
80,Sinh Tố Tao Đàn - Hoàng Sa,Ép Dưa Hấu,,35000,117,1,0,quận 1,Hồ Chí Minh,4.8,660,Sinh tố/Nước ép/Sữa,189,10.79304027557373,106.69918823242188,45000,54bb4def-9e56-4bef-995b-c89f46f5db55
12261,Lê Minh TakeAway - Phan Văn Hân,Sinh tố dưa gang,,30000,2,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,9ac695aa-7290-4d6a-a1a4-d684a1ce7131
26732, Rau Má Mix - 50 Tôn Đản,Combo 5,Sữa đậu xanh cốt dừa + trân châu lá dứa + thạch củ năng + thạch lá dứa,35000,32,1,0,Quận 4,Thành phố Hồ Chí Minh,4.8,121,Sinh tố/Nước ép/Sữa,189,10.761289596557615,106.70748138427734,31000,325af753-2f7a-4ba8-b2c1-670cafced7d0
12261,Lê Minh TakeAway - Phan Văn Hân,Nước ép thơm & táo - Ly Lớn,,35000,4,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,fdc4b373-2956-4d39-b7ed-645bbf0be94b
13087,Nước Mía Giàu,Nước Mía Chanh Dây Khổng Lồ,,22000,20,0,0,Quận 10,Hồ Chí Minh,4.9,103,Sinh tố/Nước ép/Sữa,189,10.763099670410156,106.67756652832033,25000,fb4bee60-a526-4bec-b177-5bdab2225b1d
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Trà Dâu,,25000,6,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,de7077ce-639e-45f4-b3a0-906755a2e550
10980,Nina - Sinh Tố Bùi Viện - Bùi Viện,St CAM +TÁO ,ST CHỈ DÙNG  * SỮA ĐẶC * ( KO DÙNG ĐƯỜNG),48000,0,0,0,Quận 1,Hồ Chí Minh,4.7,69,Sinh tố/Nước ép/Sữa,189,10.767149925231934,106.6929168701172,40000,102298eb-f917-45ef-a121-09d023a0e496
22959,The Black Tea - Nguyễn Thị Minh Khai ,Trà Lài / Jasmine Tea,Trà xanh cổ điển được lên men cùng hoa lài trong quá trình chế biến. Ngon hơn khi dùng kèm trân châu trắng.,27000,12,0,0,Quận 1,Hồ Chí Minh,4.8,79,Cà Phê/Trà,189,10.78617000579834,106.69889831542967,33000,65551f6e-d2c2-4275-9275-670dbd39b50a
31359,Trung Nguyên E-coffee - 37 Bùi Thị Xuân,Nước ép dưa hấu hạt chia,Size L,28000,2,0,0,Quận 1,Hồ Chí Minh,4.4,14,Cà Phê/Trà,189,10.771209716796877,106.69001007080078,28000,b7aa6b73-1f38-42a7-8328-a164ad1ba751
23342,Trà Dâu Thi Thi - Hồ Thị Kỷ,Trà mãng cầu,,30000,13,0,0,Quận 10,Hồ Chí Minh,4.9,52,Cà Phê/Trà,189,10.76650047302246,106.67627716064452,25000,e4afa690-d70b-4515-bddf-45315ab89afb
10005,123 Juicy - Nước Ép Trái Cây Tươi - Nam Kỳ Khởi Nghĩa,Nước ép Táo 330ml (thủy tinh),"Táo nhập khẩu, ép chậm. Không đường, không đá. (10 vỏ chai thủy tinh -> đổi 1 chai nước ép  bất kì tại cửa hàng)",69000,3,0,0,Quận 3,Hồ Chí Minh,4.9,215,Sinh tố/Nước ép/Sữa,189,10.788979530334473,106.68473052978516,54000,757b3f6e-65dd-4f15-a0a3-2972e9ff0a08
12261,Lê Minh TakeAway - Phan Văn Hân,Nước chanh dây sữa lắc - Ly đại,,25000,3,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,76bd4a2c-ff14-478d-a7ad-3a29275057e0
10005,123 Juicy - Nước Ép Trái Cây Tươi - Nam Kỳ Khởi Nghĩa,Nước ép Táo - Thơm 330ml (thủy tinh),"Táo, Thơm ép chậm. Không đường, không đá. (10 vỏ chai thủy tinh -> đổi 1 chai nước ép  bất kì tại cửa hàng)",64000,13,0,0,Quận 3,Hồ Chí Minh,4.9,215,Sinh tố/Nước ép/Sữa,189,10.788979530334473,106.68473052978516,54000,9fe24161-1cb4-4a77-8afd-d02fec46c0c6
6608,Sinh Tố Tao Đàn - Nguyễn Hữu Cảnh,Ép Thơm,,35000,93,2,0,Quận Bình Thạnh,Hồ Chí Minh,4.8,224,Sinh tố/Nước ép/Sữa,189,10.788869857788086,106.70982360839844,45000,006f7314-d2be-49fe-abb8-5b4c83f55162
23342,Trà Dâu Thi Thi - Hồ Thị Kỷ,Trà thạch vải,Trà và thạch vải,25000,12,0,0,Quận 10,Hồ Chí Minh,4.9,52,Cà Phê/Trà,189,10.76650047302246,106.67627716064452,25000,f2d087c2-cbf6-4d53-ba99-6a838a90a105
3130,Cà Phê Đá - Phạm Đình Toái,Trà Vải Dâu 700ml,,51000,0,0,0,Quận 3,Hồ Chí Minh,4.9,10,Cà Phê/Trà,189,10.775890350341797,106.6861572265625,40000,5c62ecc8-f188-48fd-bea4-26805ae3f875
27790,Su Nguyễn Food and Drink - Trần Hưng Đạo,Mít Thái - Bưởi da xanh,450gr - 550gr,99000,0,0,0,Quận 1,Hồ Chí Minh,4.7,20,Sinh tố/Nước ép/Sữa,189,10.757980346679688,106.68768310546876,69000,09afc9f6-69bc-4f4b-9bee-3fc1389540c3
9340,Th'not - Thốt Nốt Sốt Trái Cây,Khô Gà Lá Chanh,"Gia vị vừa đủ, nhâm nhi, ăn ngon cực kỳ
Thịt gà tươi chất lượng đảm bảo, không chất bảo quản, không đường hoá học!Vệ sinh an toàn thực phẩm! 
Hủ pet 180g",55000,6,0,0,Quận 3,Hồ Chí Minh,4.8,99,Sinh tố/Nước ép/Sữa,189,10.77468967437744,106.6823272705078,55000,d4445d09-7c51-462a-b5a4-9e517e0028d1
3080,Nhà Hàng Đoàn Viên - Huyền Trân Công Chúa,Dừa tươi,,49000,0,0,0,Quận 1,Hồ Chí Minh,5.0,1,Bún/Phở/Mỳ/Cháo,189,10.776989936828612,106.69342041015624,66000,2f0bbb4d-8242-436a-8163-314d8601f3c9
10980,Nina - Sinh Tố Bùi Viện - Bùi Viện,St BƠ + CAFE,ST CHỈ DÙNG  * SỮA ĐẶC * ( KO DÙNG ĐƯỜNG),48000,3,0,0,Quận 1,Hồ Chí Minh,4.7,69,Sinh tố/Nước ép/Sữa,189,10.767149925231934,106.6929168701172,40000,13c28939-737a-4f96-ac27-c2cb173174e3
22408,Nước Ép Minh Anh - Sinh Tố & Trái Cây Tươi - Đường Số 41,Cóc + Ổi,"cóc ổi: chua của cóc cùng vị ngọt của ổi, tốt cho hệ tiêu hóa, hỗ trợ giảm cân.CHỈ SỬ DỤNG ĐƯỜNG PHÈN NẤU CHÍN TẠO VỊ NGỌT THANH ",26000,131,1,0,Quận 4,Hồ Chí Minh,4.9,641,Sinh tố/Nước ép/Sữa,189,10.758429527282717,106.70020294189452,25000,4a69f96c-3092-42d7-bbe4-c5f0967ca381
27450,K&C - Nước Ép Tại Chỗ - Nguyễn Thượng Hiền,"ÉP CAM/ Chai nguyên chất, không đường không đá",,33000,106,0,0,Quận 3,Hồ Chí Minh,4.9,143,Sinh tố/Nước ép/Sữa,189,10.77260971069336,106.6849136352539,30000,b31b69ee-951e-4fdb-8849-d086af7de374
7722,Bros Milk Tea - Lê Thị Riêng,Trà vải (M)/Lychee tea,Món chưa bao gồm topping,35000,18,0,0,Quận 1,Hồ Chí Minh,5.0,465,Trà sữa,189,10.771380424499512,106.69239044189452,42000,4af65d7a-ed82-4315-aeeb-da9adeeed8fd
122,CAFECUB - Cà Phê & Trà Trái Cây Tươi - Vĩnh Hội,Trà Dâu Cát Tường,"Sự kết hợp hoàn hảo của dâu tây ngọt thanh, thơm phức cùng Artiso thanh mát, đặc biệt mứt dâu Cub handmade 100% thơm ngọn đến giọt cuối cùng, công dụng đẹp da, giải độc gan .",49000,102,1,0,Quận 4,Hồ Chí Minh,4.9,766,Cà Phê/Trà,189,10.756150245666504,106.70226287841795,39000,185e5114-c045-4130-968f-aa44bf78335e
4842, Rau Má Mix - A58 Nguyễn Trãi,Combo 1,Rau má mix: đậu xanh sữa dừa + trân châu lá dứa + thạch củ năng + sương sáo hạt chia,35000,1040,9,0,Quận 1,Hồ Chí Minh,4.9,1438,Sinh tố/Nước ép/Sữa,189,10.765939712524414,106.68788146972656,31000,fe6f10ee-dee0-4206-8717-ea03b842923d
12261,Lê Minh TakeAway - Phan Văn Hân,Nước ép cam - chanh dây - mật ong - Ly đại,,30000,3,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,39b61a73-e5f9-4562-a89e-66a1a9706da5
21435,Nước Mía 60 Năm,Cam Vắt - Ly Lớn,Cam Vắt Nguyên Trái,30000,26,0,0,Quận 1,Hồ Chí Minh,5.0,89,Sinh tố/Nước ép/Sữa,189,10.76648998260498,106.6891632080078,18000,675ee643-6ae3-4b06-87b2-d436c1fa31f9
10005,123 Juicy - Nước Ép Trái Cây Tươi - Nam Kỳ Khởi Nghĩa,Nước ép Dưa lưới 250ml,"Dưa lưới kiwami ép chậm. Không đường, không đá",44000,4,0,0,Quận 3,Hồ Chí Minh,4.9,215,Sinh tố/Nước ép/Sữa,189,10.788979530334473,106.68473052978516,54000,d23b719b-fb8e-4b3b-89a0-6d71099f20be
27336,Café IYO - Cà Phê Kem Muối - Trần Hưng Đạo ,Bạc xỉu kem muối IYO,Không quá đậm vị như cafe sữa nhưng cũng không hề thua kém. Từ một ly sữa thơm ngọt thêm một tí cafe đã khiến thức uống này trở nên thật hấp dẫn như đúng cái tên gọi của nó kết hợp cùng lớp kem muối béo ngậy tạo thành thức uống hoàn hảo.,52000,11,0,0,Quận 1,Hồ Chí Minh,5.0,9,Cà Phê/Trà,189,10.7672700881958,106.6943817138672,52000,dcb697ea-2ee4-4c51-ab21-62e5abdbb007
14668,Chị Tư - Trà Đào & Trà Tắc - Tôn Đức Thắng,Combo 2 trà tắc Lipton lớn - 2 trà đào nhỏ gồm miếng đào,,88000,0,0,0,Quận 1,Hồ Chí Minh,4.5,12,Cà Phê/Trà,189,10.783269882202148,106.70630645751952,24000,2960ece1-2189-49a6-b044-31511f6bd016
22959,The Black Tea - Nguyễn Thị Minh Khai ,Trà Sữa Thái Đỏ / Thailand Milk Tea,"Trà sữa Thái Lan truyền thống, vị sen",27000,16,0,0,Quận 1,Hồ Chí Minh,4.8,79,Cà Phê/Trà,189,10.78617000579834,106.69889831542967,33000,735d5d9c-d8ca-4570-9406-4293ad323258
122,CAFECUB - Cà Phê & Trà Trái Cây Tươi - Vĩnh Hội,Cà Phê Sữa Pha Phin,"Cà phê sữa pha phin phong cách truyền thống, hạt cà phê chất lượng cao, vị thơm ngon, nồng nàn, đậm đà, kết hợp vị béo ngọt ngào từ sữa đúng chất Việt Nam.",33000,242,2,0,Quận 4,Hồ Chí Minh,4.9,766,Cà Phê/Trà,189,10.756150245666504,106.70226287841795,39000,bd3c86bb-a7e5-4ae7-8ce8-8ecde1696eae
26732, Rau Má Mix - 50 Tôn Đản,Rau má mix sầu riêng sữa dừa,"Nước ép rau má tươi nguyên chất thanh mát + Sữa sầu riêng thơm béo với công nghệ sấy ""thăng hoa"" + Sữa dừa dịu ngọt",26000,69,1,0,Quận 4,Thành phố Hồ Chí Minh,4.8,121,Sinh tố/Nước ép/Sữa,189,10.761289596557615,106.70748138427734,31000,ad6d259a-448d-4186-a4c6-00e4b35c3f3d
6621,Sinh Tố Tao Đàn - Võ Văn Tần,Ca Cao,Đá ( không có nóng),35000,57,2,0,quận 3,Hồ Chí Minh,4.9,773,Sinh tố/Nước ép/Sữa,189,10.772480010986328,106.686767578125,45000,eb473113-9401-40f1-8055-2e72a77c739a
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Nước Ép Lê - Cam,,30000,22,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,9805e0b5-a2d0-4fb1-b210-db0dc6e59626
13598,Mướp Fruit - Trái Cây Cắt Sẵn - Điện Biên Phủ,Trà Chanh Dây (700ml),"trà thơm ngon , đậm vị mát lạnh ",25000,103,0,0,Quận 3,Hồ Chí Minh,4.9,872,Sinh tố/Nước ép/Sữa,189,10.771220207214355,106.67749786376952,36000,43a08bc6-0f47-4c11-baa4-4d8d0d7a0169
27336,Café IYO - Cà Phê Kem Muối - Trần Hưng Đạo ,Café đen viên phô mai cà phê IYO (2 viên),"Từ những hạt cà phê sạch kết hợp với cách pha truyền thống mang đến một ly cà phê đậm đà và hương thơm quyến rũ kèm theo 2 viên phô mai cà phê bên ngoài là phần thạch với hương vị cà phê, bên trong là phô mai béo ngậy.",39000,0,0,0,Quận 1,Hồ Chí Minh,5.0,9,Cà Phê/Trà,189,10.7672700881958,106.6943817138672,52000,66f27460-2233-4166-887d-c6002319b6cd
542,Nước Ép Số 2 - Nguyễn Thượng Hiền,Bí đao ép tươi,"Rất giảm cân, không đuờng",30000,0,0,0,Quận 3,Thành Phố Hồ Chí Minh,5.0,5,Sinh tố/Nước ép/Sữa,189,10.770560264587402,106.68636322021484,35000,f0d20878-e951-4f85-874c-15f957c50e81
23342,Trà Dâu Thi Thi - Hồ Thị Kỷ,Cafe đá,,15000,3,0,0,Quận 10,Hồ Chí Minh,4.9,52,Cà Phê/Trà,189,10.76650047302246,106.67627716064452,25000,868756f9-72e8-44ae-a676-0ebd7c004aea
31320,Trung Nguyên Legend - 79 Phan Kế Bính,Cà Phê Khám Phá - Số 2,"Sự phối trộn đặc biệt của 2 loại cà phê đặc trưng Arabica và Robusta với mùi thơm dịu nhẹ lưu luyến, vị đắng êm, sâu lắng, đậm đà.Sữa đặc quyện vào tạo độ ngon khó cưỡng.",39000,14,0,0,Quận 1,Hồ Chí Minh,5.0,29,Cà Phê/Trà,189,10.79032039642334,106.69876861572266,47000,8396e416-270b-4cbc-b384-c89b8c2c194c
4283,The Coffee Factory - Trương Định,TRÀ CHANH,,33000,0,0,0,Quận 3,Hồ Chí Minh,5.0,32,Cà Phê/Trà,189,10.778249740600586,106.68907165527344,42000,09f26d75-838d-48c2-b068-36dd3d773581
80,Sinh Tố Tao Đàn - Hoàng Sa,Trà Vải,650mL,45000,35,0,0,quận 1,Hồ Chí Minh,4.8,660,Sinh tố/Nước ép/Sữa,189,10.79304027557373,106.69918823242188,45000,ac0f72c0-02ac-4b29-836f-1a2fdf7ddab5
28560,Thức Coffee - 40D Lý Tự Trọng,Cà phê muối,"SALTED MILKFOAM COFFEE - Sự kết hợp hoàn hảo từ hương vị cà phê đặc trưng của Thức, cùng lớp kem mặn béo ngậy đậm đà, CÀ PHÊ MUỐI Thức Coffee sẽ chinh phục mọi người ngay từ nốt vị đầu tiên.",40000,147,0,0,Quận 1,Hồ Chí Minh,4.8,75,Cà Phê/Trà,189,10.777130126953123,106.7001495361328,55000,932ef7f1-d4a0-45db-874e-9228c72f57f7
13598,Mướp Fruit - Trái Cây Cắt Sẵn - Điện Biên Phủ, Trái Cây Thập Cẩm Lớn (Hộp 800g),trái cây cắt sẵn từ 7-9 loại trái cây tùy theo mùa kèm muối tây ninh ,97000,1423,10,4,Quận 3,Hồ Chí Minh,4.9,872,Sinh tố/Nước ép/Sữa,189,10.771220207214355,106.67749786376952,36000,a6fee4ba-2e69-40a3-9182-d8c4c50115e5
22408,Nước Ép Minh Anh - Sinh Tố & Trái Cây Tươi - Đường Số 41,Cóc + Thơm,"*cóc thơm: chua thanh của cóc hòa quyện cùng vị ngọt thanh, thơm mát của thơm, giúp ích cho tim mạch, hệ tiêu hóa.CHỈ SỬ DỤNG ĐƯỜNG PHÈN NẤU CHÍN TẠO VỊ NGỌT THANH",26000,88,1,1,Quận 4,Hồ Chí Minh,4.9,641,Sinh tố/Nước ép/Sữa,189,10.758429527282717,106.70020294189452,25000,61eeff77-56cc-44ad-a41f-9fbd341260b8
29392,Guta Cafe - Nguyễn Du,Trà sữa nguyên lá kem cheese,,40000,0,0,0,Quận 1,Hồ Chí Minh,5.0,2,Cà Phê/Trà,189,10.777509689331056,106.69873809814452,45000,357bf2d3-5da1-4a59-a4eb-4c4d532fa882
26732, Rau Má Mix - 50 Tôn Đản,Rau má sữa dừa,Nước rau má tươi nguyên chất thanh mát + Sữa dừa dịu ngọt,22000,164,2,0,Quận 4,Thành phố Hồ Chí Minh,4.8,121,Sinh tố/Nước ép/Sữa,189,10.761289596557615,106.70748138427734,31000,ec96b3c9-72ef-4d85-9dbd-4695bdfd8866
27450,K&C - Nước Ép Tại Chỗ - Nguyễn Thượng Hiền,SINH TỐ THƠM,,33000,5,0,0,Quận 3,Hồ Chí Minh,4.9,143,Sinh tố/Nước ép/Sữa,189,10.77260971069336,106.6849136352539,30000,6c5151e1-0164-4d1a-bff6-091f99c9f55c
13598,Mướp Fruit - Trái Cây Cắt Sẵn - Điện Biên Phủ,Dâu Tây (Hộp 250g),Dâu Tây tươi ngon nguyên trái vị ngọt chua nhẹ kèm muối.,57000,128,4,0,Quận 3,Hồ Chí Minh,4.9,872,Sinh tố/Nước ép/Sữa,189,10.771220207214355,106.67749786376952,36000,341e7358-3765-4568-884c-2672c2d94a25
13179,Rau Má & Nước Ép Tony - Đoàn Văn Bơ,Nước ép cần tây mix cóc ổi sơri,,35000,2,0,0,Quận 4,Hồ Chí Minh,4.9,98,Sinh tố/Nước ép/Sữa,189,10.758819580078123,106.71114349365234,35000,ed34b8ef-8bf1-4729-b897-14ef23ea11f7
22959,The Black Tea - Nguyễn Thị Minh Khai ,Matcha Sữa Yến Mạch / Oatmilk Matcha Latte,Matcha thơm lừng kết hợp cùng sữa hạt yến mạch béo bùi.,45000,4,1,0,Quận 1,Hồ Chí Minh,4.8,79,Cà Phê/Trà,189,10.78617000579834,106.69889831542967,33000,98e383a8-15e3-40dc-bf72-81b45bf2cdc2
12261,Lê Minh TakeAway - Phan Văn Hân,Cà phê sữa tươi,,22000,4,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,a8f79299-4659-46c2-9463-665b2bafc20a
10980,Nina - Sinh Tố Bùi Viện - Bùi Viện,St XOÀI +DÂU,ST CHỈ DÙNG  * SỮA ĐẶC * ( KO DÙNG ĐƯỜNG),48000,2,0,0,Quận 1,Hồ Chí Minh,4.7,69,Sinh tố/Nước ép/Sữa,189,10.767149925231934,106.6929168701172,40000,14950278-be43-4247-be5d-401297bc04f8
13087,Nước Mía Giàu,Nước Mía Sầu Riêng Tươi Khổng Lồ,,25000,95,3,0,Quận 10,Hồ Chí Minh,4.9,103,Sinh tố/Nước ép/Sữa,189,10.763099670410156,106.67756652832033,25000,2b1c0e62-d364-40ae-b242-a5323582da44
84,Sinh Tố Nước Ép Minh Long - Nguyễn Trãi,Nước Ép Cam - Thơm,,30000,24,0,0,Quận 1,Hồ Chí Minh,4.9,92,Sinh tố/Nước ép/Sữa,189,10.763520240783691,106.68594360351562,30000,e1b3ea40-4df5-48a1-ade2-9bc1db5d6932
28349,Ka Coffee - Pasteur,Whisky Cold Brew - Chai,"Thơm mùi men lạnh, Dung tích 250ml ",95000,11,0,0,Quận 3,Hồ Chí Minh,4.9,71,Cà Phê/Trà,189,10.785599708557127,106.69175720214844,65000,dea554cd-48ae-4a2e-b1b9-c64e6c7fda39
4312,Mtea & Coffee - Trần Quốc Toản,Hồng trà sữa,Chưa bao gồm topping.,35000,0,0,0,Quận 3,Hồ Chí Minh,5.0,8,Cà Phê/Trà,189,10.789549827575684,106.68948364257812,40000,64216aca-acd4-4fad-aec5-d6ce61ce9446
499,Miki - Nước Ép & Trà Sữa - Trường Sa,Nước ép cà chua,Tomato juice,35000,1,0,0,Quận 3,Hồ Chí Minh,4.6,11,Sinh tố/Nước ép/Sữa,189,10.785269737243652,106.68052673339844,40000,7dab2360-9e1a-4f6e-b1f3-135bfb47ad0c
13598,Mướp Fruit - Trái Cây Cắt Sẵn - Điện Biên Phủ,Dưa Lưới Hạ Uyển Hộp 350g,,54000,382,4,0,Quận 3,Hồ Chí Minh,4.9,872,Sinh tố/Nước ép/Sữa,189,10.771220207214355,106.67749786376952,36000,63e1d5cb-ecdf-4eda-b58a-f43b21db81e9
9340,Th'not - Thốt Nốt Sốt Trái Cây,COMBO ĐẶC SẢN,[Thông báo: Từ 01/05/2024 quán chỉ bán duy nhất ly lớn]Combo gồm: 01 ly nước thốt nốt và một phần bánh bò thốt nốt. Quý khách có thể tuỳ chọn nước và bánh theo ý thích.,49000,10,0,0,Quận 3,Hồ Chí Minh,4.8,99,Sinh tố/Nước ép/Sữa,189,10.77468967437744,106.6823272705078,55000,ecabaa14-3817-4074-8d7e-529486fc0356
22959,The Black Tea - Nguyễn Thị Minh Khai ,Trà Sữa Trà Đen Đậm Vị / Long-black Milk Tea,⚠️ Có vị đắng vì đậm trà | Vị trà đen đặc trưng nguyên chất đậm đà cùng sữa thơm vừa đủ.,45000,32,3,0,Quận 1,Hồ Chí Minh,4.8,79,Cà Phê/Trà,189,10.78617000579834,106.69889831542967,33000,a5ca92e7-a3a8-4bef-b3a3-0183ae0a8ab6
12261,Lê Minh TakeAway - Phan Văn Hân,Yaourt cam - Lớn,,30000,0,0,0,Bình Thạnh,Hồ Chí Minh,4.7,29,Sinh tố/Nước ép/Sữa,189,10.792539596557615,106.70796966552734,27000,51eb9086-77fe-4b00-a502-b64e78e7ec37
28560,Thức Coffee - 40D Lý Tự Trọng,Energy all day,"Nước ép hỗn hợp (lê - củ dền - chanh dây), nước ép nguyên chất ko sử dụng đường nên không thể điều chỉnh độ ngọt",55000,3,0,0,Quận 1,Hồ Chí Minh,4.8,75,Cà Phê/Trà,189,10.777130126953123,106.7001495361328,55000,28c32e3e-f7f8-495f-9e83-1cb51669ab60
10980,Nina - Sinh Tố Bùi Viện - Bùi Viện,Sinh tố CAM ,ST CHỈ DÙNG * SỮA ĐẶC * ( KO DÙNG ĐUONG),40000,1,0,0,Quận 1,Hồ Chí Minh,4.7,69,Sinh tố/Nước ép/Sữa,189,10.767149925231934,106.6929168701172,40000,80b61670-8ec7-42db-94d1-94274261e8cf
4312,Mtea & Coffee - Trần Quốc Toản,Trà sữa signature kem cheese,Chưa bao gồm topping.,40000,0,0,0,Quận 3,Hồ Chí Minh,5.0,8,Cà Phê/Trà,189,10.789549827575684,106.68948364257812,40000,17bb2b39-0368-4a03-ac33-ab329463c7a4
29034,Cafe Tonkin Cottage - Lý Tự Trọng,ESPRESSO - Cafe Espresso Robusta đặc sản,Đậm đà và tinh tế với hương vị mạnh mẽ từ hạt Robusta Đắk Nông trồng theo hướng hữu cơ tiệm cận tiêu chuẩn Fine Robusta.,49000,2,0,0,Quận 1,Hồ Chí Minh,4.7,60,Cà Phê/Trà,189,10.77439022064209,106.69789123535156,49000,cd675217-da7e-453d-855c-d6df67050707
